date,equity
2022-07-19,62330.094066782134
2022-07-20,62330.094066782134
2022-07-21,62330.094066782134
2022-07-22,62330.094066782134
2022-07-25,62330.094066782134
2022-07-26,62330.094066782134
2022-07-27,62330.094066782134
2022-07-28,62330.094066782134
2022-07-29,62330.094066782134
2022-08-01,62330.09406678214
2022-08-02,62498.253851327274
2022-08-03,62286.15368896516
2022-08-04,62059.19933856694
2022-08-05,62548.37393279124
2022-08-08,62101.953908046766
2022-08-09,61462.96557496631
2022-08-10,61166.27775908075
2022-08-11,61299.590741294865
2022-08-12,61263.926192725485
2022-08-15,60961.050136405494
2022-08-16,60656.43333562138
2022-08-17,60344.38796318701
2022-08-18,59971.03208296148
2022-08-19,59971.03208296148
2022-08-22,59971.03208296148
2022-08-23,59971.03208296148
2022-08-24,59971.03208296148
2022-08-25,59971.03208296148
2022-08-26,59971.03208296148
2022-08-29,59971.03208296148
2022-08-30,59971.03208296148
2022-08-31,59971.03208296148
2022-09-01,59971.03208296148
2022-09-02,60026.20838072548
2022-09-05,59895.878831594695
2022-09-06,59898.78085653406
2022-09-07,59718.44980988136
2022-09-08,59663.88772034001
2022-09-09,59563.18790410214
2022-09-12,59670.08708053526
2022-09-13,59602.13140373135
2022-09-14,59510.4677977498
2022-09-15,59543.8008219291
2022-09-16,59508.819025311386
2022-09-19,59474.38914245219
2022-09-20,59505.21669260206
2022-09-21,59570.25136038109
2022-09-22,59642.41405932612
2022-09-23,59635.93240785347
2022-09-26,59613.73303043377
2022-09-27,59663.52173770704
2022-09-28,59660.93392825445
2022-09-29,59622.0361205177
2022-09-30,59581.106485891745
2022-10-03,59481.873657387834
2022-10-04,59406.36461322709
2022-10-05,59459.7571534441
2022-10-06,59361.91037553581
2022-10-07,59361.91037553581
2022-10-10,59361.91037553581
2022-10-11,59361.91037553581
2022-10-12,59361.91037553581
2022-10-13,59361.91037553581
2022-10-14,59361.91037553581
2022-10-17,59361.91037553581
2022-10-18,59361.91037553581
2022-10-19,59361.91037553581
2022-10-20,59361.91037553581
2022-10-21,59361.91037553581
2022-10-24,59361.91037553581
2022-10-25,59390.49933163944
2022-10-26,59315.768626730634
2022-10-27,59319.36585729723
2022-10-28,58993.50410971934
2022-10-31,59093.618501806595
