,close,sma20,sma50,sma200,indicator_L,indicator_M,indicator_A,score,return_3m,return_12m,effective_state,transition_active,transition_day,engine_intent
2019-08-08,198.27491465617024,202.55527174396332,208.85916890393554,191.90743351800847,True,True,True,3,-0.02399377535695013,0.13384499603926137,BULL_ACTIVE,False,0,SOXL
2019-08-09,198.09746514574599,201.94090845604427,208.75404947126646,191.97478568902844,True,True,True,3,-0.028624935545497943,0.11611598981663174,BULL_ACTIVE,False,0,SOXL
2019-08-12,202.40478617253868,201.65599101534417,208.6798347374136,192.07356019126016,True,True,True,3,-0.011352184224635242,0.13327237899572553,BULL_ACTIVE,False,0,SOXL
2019-08-13,202.73787634084286,201.41511125623944,208.61074226593087,192.1770380207779,True,True,True,3,-0.014123079700796626,0.13772087837397895,BULL_ACTIVE,False,0,SOXL
2019-08-14,200.12047597341882,201.00913754842313,208.4012688235152,192.26376936257054,True,True,True,3,-0.01372014097384111,0.12353638643322462,BULL_ACTIVE,False,0,SOXL
2019-08-15,198.29426053762205,200.37439442461746,208.09722803648526,192.33864752633036,True,True,True,3,-0.02063678516949896,0.12460539043024066,BULL_ACTIVE,False,0,SOXL
2019-08-16,193.76174499205914,199.5762102247096,207.64471470126438,192.40620900591068,True,True,True,3,-0.04090673227598307,0.090995928294332,BULL_ACTIVE,False,0,SOXL
2019-08-19,191.10747088430816,198.55684538153935,207.10033982888567,192.45903923589162,False,True,True,2,-0.05992125219797728,0.08357905024539458,NEUTRAL,False,0,NONE
2019-08-20,190.06976027274774,197.5277369602087,206.37130040850553,192.50325523570646,False,True,True,2,-0.07981046853559515,0.09848586061751274,NEUTRAL,False,0,NONE
2019-08-21,192.5276714136485,196.63896912579364,205.70515971046393,192.52293175085507,True,True,True,3,-0.052425736592664474,0.13509192723763896,BULL_ACTIVE,False,0,SOXL
2019-08-22,197.85469961660488,195.87622364237913,205.28500104572063,192.5407678842173,True,True,True,3,-0.02447713706895205,0.16310739713971056,BULL_ACTIVE,False,0,SOXL
2019-08-23,193.63192450035137,195.2295987871719,204.66751981995395,192.55027090938182,True,True,True,3,-0.06749403134146925,0.1101104907445809,BULL_ACTIVE,False,0,SOXL
2019-08-26,194.87122660482962,194.85171965822843,204.10621098166138,192.57011475473672,True,True,True,3,-0.050654863206741396,0.11418853830976738,BULL_ACTIVE,False,0,SOXL
2019-08-27,191.7409782661537,194.54893598411184,203.4738514375042,192.59587401709442,False,True,True,2,-0.05391292423839289,0.09812889061130114,NEUTRAL,False,0,NONE
2019-08-28,193.2171369695623,194.6749794125571,202.77704741463174,192.63747397225964,True,True,True,3,-0.04984572658413311,0.10140006930641121,BULL_ACTIVE,False,0,SOXL
2019-08-29,192.8559717968809,194.88244509563384,202.18581208914438,192.67248192873342,True,True,True,3,-0.06433067671944581,0.07675312360147979,BULL_ACTIVE,False,0,SOXL
2019-08-30,187.41080884805086,194.7037854615946,201.57165527706923,192.66226495232414,False,True,True,2,-0.09108813887349676,0.04254114315851054,NEUTRAL,False,0,NONE
2019-09-02,190.207541927422,194.7058698030498,201.1212439068624,192.67666481756157,False,True,True,2,-0.09680518832679419,0.06476268019523612,NEUTRAL,False,0,NONE
2019-09-03,188.44032691354425,194.5880845087696,200.68755354179382,192.69164881259871,False,True,True,2,-0.1173602211775433,0.03645026032071108,NEUTRAL,False,0,NONE
2019-09-04,186.89868949259926,194.22628656625506,200.19301424241112,192.7295823251592,False,True,True,2,-0.13627743879182375,0.020855749832472625,NEUTRAL,False,0,NONE
2019-09-05,183.81193418196008,193.50313754254458,199.6008293952839,192.7542028673059,False,True,False,1,-0.1580858276676187,-0.02018515070641791,NEUTRAL,False,0,NONE
2019-09-06,181.96285946487544,192.696407258501,198.95222165231226,192.78424862639903,False,True,False,1,-0.1967090379045785,-0.033023725203088716,NEUTRAL,False,0,NONE
2019-09-09,183.22862513975522,191.73759920686186,198.4224650272581,192.82775933216038,False,True,False,1,-0.18866046707810713,-0.007530604799097063,NEUTRAL,False,0,NONE
2019-09-10,182.71870241438216,190.73664051053882,198.03157776960288,192.88052149591726,False,True,True,2,-0.16514436460945392,0.011067861483877506,NEUTRAL,False,0,NONE
2019-09-11,183.70242947157962,189.91573818544686,197.6561175621039,192.93931294841045,False,True,False,1,-0.18174818891247846,-0.009768643917499098,NEUTRAL,False,0,NONE
2019-09-12,184.78821826111766,189.24043607162167,197.3315709094406,193.0268436451259,False,True,False,1,-0.17111788074921763,-0.030778512819231163,NEUTRAL,False,0,NONE
2019-09-13,188.70827831736057,188.98776273788673,197.0554510038516,193.15291924518354,False,True,False,1,-0.15513448781633898,-0.007607408362017676,NEUTRAL,False,0,NONE
2019-09-16,187.72861817344696,188.81882010234364,196.71392235587612,193.24605656057074,False,True,False,1,-0.1768358794038143,-0.006975789099639695,NEUTRAL,False,0,NONE
2019-09-17,183.44823462159363,188.48774381978595,196.27706450525181,193.33460167513857,False,True,False,1,-0.1752086132499553,-0.051879942997577255,NEUTRAL,False,0,NONE
2019-09-18,186.5936304749383,188.19104177285044,195.85286459711767,193.45290713387956,False,True,False,1,-0.14453151555862542,-0.018852661295202466,NEUTRAL,False,0,NONE
2019-09-19,185.65797883857925,187.58120573394916,195.39411521815572,193.54246079375196,False,True,False,1,-0.12725225426708675,-0.010110996934059702,NEUTRAL,False,0,NONE
2019-09-20,188.9821924945327,187.34871913365822,194.96606444996385,193.6092017217961,False,True,False,1,-0.10061948007928745,-0.002736971524259002,NEUTRAL,False,0,NONE
2019-09-23,190.16343096743887,187.11332935178868,194.6072703695818,193.6977361136275,False,True,True,2,-0.10141598167236532,0.009556721287240055,NEUTRAL,False,0,NONE
2019-09-24,189.80782175178422,187.0166715260702,194.25231737415874,193.78931282671883,False,True,True,2,-0.11064204203886818,0.007555181983438741,NEUTRAL,False,0,NONE
2019-09-25,190.89017300946466,186.90032332806533,193.90532183175313,193.88150979480181,False,True,True,2,-0.10962599790454175,0.01571568489052133,NEUTRAL,False,0,NONE
2019-09-26,196.88450039281943,187.10174975786225,193.62322937933482,193.979710146917,True,False,True,2,-0.06118716776153843,0.04185495252320215,NEUTRAL,False,0,NONE
2019-09-27,203.47030758353435,187.90472469463643,193.49812695120116,194.12433749962372,True,False,True,2,0.005968673937655211,0.05289798232092924,NEUTRAL,False,0,NONE
2019-09-30,203.7321596141746,188.58095557897406,193.34287478853042,194.2734705406658,True,False,True,2,0.00620677633099187,0.05254644888165361,NEUTRAL,False,0,NONE
2019-10-01,204.28629262140103,189.3732538643669,193.21556206697122,194.41449383791246,True,False,True,2,0.01627108804551236,0.04455828209287249,NEUTRAL,False,0,NONE
2019-10-02,207.81848842591845,190.41924381103286,193.16587127345056,194.5669578401687,True,False,True,2,0.02619180729783066,0.09727569238526268,NEUTRAL,False,0,NONE
2019-10-03,205.10880406170105,191.4840873050199,193.0058551689867,194.71093966978503,True,False,True,2,0.0014831347597743516,0.08359021145936008,NEUTRAL,False,0,NONE
2019-10-04,206.2273925995914,192.6973139617557,192.99911458888863,194.86220019225792,True,False,True,2,0.004560671762903867,0.10385079768126815,NEUTRAL,False,0,NONE
2019-10-07,206.1832957539805,193.84504749246696,193.07420432029426,195.0319204583402,True,False,True,2,-0.007797410275153793,0.12478509599508003,NEUTRAL,False,0,NONE
2019-10-08,207.24519318199765,195.07137203084775,193.26317514896448,195.21000841521436,True,False,True,2,-0.006473078003403798,0.1461003514157111,NEUTRAL,False,0,NONE
2019-10-09,204.58258400526546,196.11537975753203,193.54090146105668,195.37821052337324,True,False,True,2,-0.027578745253647008,0.1371246116775573,NEUTRAL,False,0,NONE
2019-10-10,199.56337301595752,196.85413749527402,193.75803575866888,195.51801978227934,True,False,True,2,-0.04103620049325596,0.0931302411513173,NEUTRAL,False,0,NONE
2019-10-11,193.19091116224766,197.07826913751836,193.80217395133712,195.63327323626166,False,False,True,1,-0.06920829528265227,0.0803528089984975,NEUTRAL,False,0,NONE
2019-10-14,189.85776444960283,197.18472645132618,193.7960121383628,195.7253542942305,False,False,True,1,-0.08827405917399334,0.060996028435921223,NEUTRAL,False,0,NONE
2019-10-15,188.52774403546098,197.43870192201956,193.75064636308912,195.79683572214736,False,False,True,1,-0.10645752092543659,0.061422098667637925,NEUTRAL,False,0,NONE
2019-10-16,187.6955618066487,197.49379848860508,193.62186463236424,195.86185226715156,False,False,True,1,-0.10504146917060542,0.06199864210656214,NEUTRAL,False,0,NONE
2019-10-17,193.54756064066024,197.8882775787091,193.52731755205406,195.95110678772338,False,False,True,1,-0.08485887049679497,0.07774319006603014,NEUTRAL,False,0,NONE
2019-10-18,196.98635934898277,198.28848592143163,193.50509543611875,196.05664949628328,True,False,True,2,-0.06487274735509896,0.08742493116610928,NEUTRAL,False,0,NONE
2019-10-21,194.0617535988667,198.483402053003,193.33823478464535,196.14739787073037,False,False,True,1,-0.07722796314283098,0.048749918853286056,NEUTRAL,False,0,NONE
2019-10-22,195.16508140425609,198.7512650356266,193.18677888591358,196.25343292276065,False,False,True,1,-0.08420327896453406,0.05707750597923411,NEUTRAL,False,0,NONE
2019-10-23,193.9554210936756,198.90452743983715,193.06347778831875,196.34890442075906,False,False,True,1,-0.061041492106333806,0.061897303261526204,NEUTRAL,False,0,NONE
2019-10-24,193.12612779577483,198.71660880998493,192.96011513348182,196.44139907375552,False,False,True,1,-0.04595532338226738,0.06088594092143418,NEUTRAL,False,0,NONE
2019-10-25,193.7280834925684,198.22949760543662,192.95944190349198,196.50746694820177,False,False,True,1,-0.020569449583458743,0.05993119062375962,NEUTRAL,False,0,NONE
2019-10-28,195.66421970148036,197.82610060980193,193.05057687983543,196.5603931792881,False,False,True,1,0.02605164402266169,0.06734499415005057,NEUTRAL,False,0,NONE
2019-10-29,194.6592625825981,197.3447491078618,193.14236692603242,196.60247420404076,False,False,True,1,0.03154422057001516,0.07994373120403453,NEUTRAL,False,0,NONE
2019-10-30,197.98637158953136,196.85314326604242,193.2515409295501,196.67213622748244,True,False,True,2,0.036664694448966584,0.09662572848431927,NEUTRAL,False,0,NONE
2019-10-31,194.4952641055093,196.32246626823283,193.18435221932816,196.74014941560984,False,False,True,1,0.02276648983568985,0.07321611011681362,NEUTRAL,False,0,NONE
2019-11-01,194.55231467026653,195.73871237176658,193.20276002272647,196.79114283275447,False,False,True,1,0.019687421253001824,0.03160226650426479,NEUTRAL,False,0,NONE
2019-11-04,202.7156108773012,195.56532812793262,193.3596477081759,196.87895155876296,True,False,True,2,0.04420108727451355,0.04337972904494847,NEUTRAL,False,0,NONE
2019-11-05,203.46839654413196,195.37648829603933,193.59419607373547,196.9633169617513,True,False,True,2,0.02619333815862568,0.06121627446825317,NEUTRAL,False,0,NONE
2019-11-06,208.15336767132814,195.55502747934247,193.89292068777078,197.09621588143412,True,False,True,2,0.0507623987928556,0.090365050090635,NEUTRAL,False,0,NONE
2019-11-07,208.49392670068167,196.00155516357867,194.2056797858468,197.2172819333664,True,False,True,2,0.030083975005177788,0.1173959136835998,NEUTRAL,False,0,NONE
2019-11-08,210.4503470275499,196.8645269568438,194.66647054943678,197.3413329140466,True,False,True,2,0.03804158761997112,0.13820224731753772,NEUTRAL,False,0,NONE
2019-11-11,210.30291532711476,197.88678450071936,195.06837801743066,197.4805612032369,True,False,True,2,0.050881546749111495,0.13154672361734865,NEUTRAL,False,0,NONE
2019-11-12,209.77986742239372,198.94939067006604,195.49516882760764,197.6237484385187,True,False,True,2,0.0579220339188411,0.10728536421684165,NEUTRAL,False,0,NONE
2019-11-13,207.2605068107405,199.92763792027063,195.90240517397046,197.75039352708126,True,False,True,2,0.06966680558762817,0.10640685751692747,NEUTRAL,False,0,NONE
2019-11-14,208.71017161234647,200.68576846885492,196.40036992257822,197.88335886447476,True,False,True,2,0.09210890943501915,0.12546484619300613,NEUTRAL,False,0,NONE
2019-11-15,205.96979936758777,201.13494046978516,196.88050872063243,198.0066271969797,True,False,True,2,0.08365370205141343,0.14866720756370588,NEUTRAL,False,0,NONE
2019-11-18,208.180395029388,201.84087254131126,197.3795441184251,198.14224972629708,True,False,True,2,0.08130116310454616,0.16374825482684474,NEUTRAL,False,0,NONE
2019-11-19,211.8100968771185,202.67312331495435,197.9613720076798,198.29943158862505,True,False,True,2,0.07053356471974559,0.20378308425850378,NEUTRAL,False,0,NONE
2019-11-20,213.0774859278379,203.62922655666247,198.54887313680499,198.4606060258272,True,True,True,3,0.10042538944786061,0.22088912272550099,BULL_ACTIVE,False,0,SOXL
2019-11-21,212.1601346826913,204.5809269010083,199.09631146523645,198.5958159176315,True,True,True,3,0.08871965543133298,0.23229791234931518,BULL_ACTIVE,False,0,SOXL
2019-11-22,213.72370443618544,205.58070794818914,199.59661998761294,198.775338989616,True,True,True,3,0.11464803386742783,0.24298336490441796,BULL_ACTIVE,False,0,SOXL
2019-11-25,212.7284327740401,206.43391860181714,200.09661627962478,198.95302451457846,True,True,True,3,0.10098118681652668,0.27167497050461575,BULL_ACTIVE,False,0,SOXL
2019-11-26,215.9276339357699,207.4973371694757,200.74620426590835,199.14406794444392,True,True,True,3,0.11963156714269885,0.32071357708962833,BULL_ACTIVE,False,0,SOXL
2019-11-27,209.8294044984796,208.08948881492316,201.21091974637918,199.3002956819734,True,True,True,3,0.11962274635186754,0.24085139678284184,BULL_ACTIVE,False,0,SOXL
2019-11-28,208.7636966291643,208.8029104411059,201.6730341021909,199.45623776994617,True,True,True,3,0.09755740762804677,0.2595914658803966,BULL_ACTIVE,False,0,SOXL
2019-11-29,202.35914911623627,209.19325216340434,201.94057323462494,199.6042171352026,True,True,True,3,0.07386328834526967,0.24198119477915636,BULL_ACTIVE,False,0,SOXL
2019-12-02,197.68849654070416,208.94189644657453,202.09107454609023,199.72420171005436,False,True,True,2,0.05773077958651052,0.17849025981845834,NEUTRAL,False,0,NONE
2019-12-03,202.0196168147352,208.86945746010468,202.3353104473493,199.84172011996634,True,True,True,3,0.09905604178426675,0.15023064380803763,BULL_ACTIVE,False,0,SOXL
2019-12-04,204.92746686176466,208.70816241962652,202.61605632439526,199.99491207705566,True,True,True,3,0.1262049160165133,0.1882846071711899,BULL_ACTIVE,False,0,SOXL
2019-12-05,202.6577914374648,208.41635565646567,202.73152214528818,200.12464858867966,True,True,True,3,0.10603783269612066,0.18172990711549364,BULL_ACTIVE,False,0,SOXL
2019-12-06,197.95704192506048,207.7916904013412,202.62125683211872,200.23527079912088,False,True,True,2,0.08339780936118824,0.14790459412244572,NEUTRAL,False,0,NONE
2019-12-09,188.96400718171705,206.7247449940713,202.32589378346955,200.30160656474015,False,True,True,2,0.02864185152734433,0.06612099017118345,NEUTRAL,False,0,NONE
2019-12-10,187.38976666345062,205.60523995612417,201.98796326431054,200.37435052550137,False,True,True,2,0.014078540433009712,0.07359100297055066,NEUTRAL,False,0,NONE
2019-12-11,194.70822720696526,204.97762597593538,201.72575803993146,200.488060432684,False,True,True,2,0.03179483668180305,0.11962053903997916,NEUTRAL,False,0,NONE
2019-12-12,196.08424791931924,204.34632979128403,201.54526691708384,200.59069521003192,False,True,True,2,0.04450908884948124,0.11359853033452905,NEUTRAL,False,0,NONE
2019-12-13,194.40146352252592,203.76791299903095,201.3087483355425,200.67665307496424,False,True,True,2,0.05970746419842077,0.09629611898248713,NEUTRAL,False,0,NONE
2019-12-16,195.8684377012391,203.15231513262347,201.1024511744877,200.74526427548292,False,True,True,2,0.04970591548432579,0.11091673264396129,NEUTRAL,False,0,NONE
2019-12-17,191.1491219515036,202.11926638634276,200.78052974987781,200.77305463743676,False,True,True,2,0.02957666105855128,0.08622707205018232,NEUTRAL,False,0,NONE
2019-12-18,190.2929860268054,200.9800413912911,200.49473779030862,200.78994452609922,False,False,True,1,0.00693606902835886,0.10481782910391235,NEUTRAL,False,0,NONE
2019-12-19,190.6282109401006,199.90344520416159,200.31603454879146,200.78230143988046,False,False,True,1,0.002444108051149474,0.11070835304385795,NEUTRAL,False,0,NONE
2019-12-20,190.40673336892777,198.7375966507987,200.26035099292505,200.76669840441306,False,False,True,1,0.0031553579384455688,0.11386641379270768,NEUTRAL,False,0,NONE
2019-12-23,192.83019138526126,197.74268458135975,200.31979953163827,200.75032278534286,False,False,True,1,0.010163008106763183,0.12370910233059207,NEUTRAL,False,0,NONE
2019-12-24,193.91716217155985,196.64216099314928,200.42758789436022,200.74376212444025,False,False,True,1,-0.015071466851576565,0.13974909492106447,NEUTRAL,False,0,NONE
2019-12-25,196.00686156580448,195.9510338465155,200.59381388954336,200.7464373704798,False,False,True,1,-0.03668076244818064,0.14328678375084736,NEUTRAL,False,0,NONE
2019-12-26,193.93097068524366,195.20939754931948,200.601482090435,200.7492221188155,False,False,True,1,-0.04810820710629249,0.1130651858635281,NEUTRAL,False,0,NONE
2019-12-27,196.73054303078703,194.927967245047,200.59636576407112,200.7506285323833,False,False,True,1,-0.03698608209909071,0.12615493744572648,NEUTRAL,False,0,NONE
2019-12-30,201.88168108230232,195.1376264721269,200.7527643137398,200.79566310987957,True,False,True,2,-0.028567272279686695,0.14903541748437954,NEUTRAL,False,0,NONE
2019-12-31,198.8591573468954,194.97960349873492,200.82664583259262,200.81344076324612,False,True,True,2,-0.030469909584796007,0.13066650484219822,NEUTRAL,False,0,NONE
2020-01-01,196.13640910401725,194.54005061084757,200.8702655927994,200.8203438848836,False,True,True,2,-0.04893134402938748,0.11496840093607674,NEUTRAL,False,0,NONE
2020-01-02,200.3449158269703,194.42440683032282,201.01464135342331,200.8299692061028,False,True,True,2,-0.028316454568543703,0.15168508524700397,NEUTRAL,False,0,NONE
2020-01-03,199.78075257970033,194.51559236305485,201.135694735166,200.8247781991183,False,True,True,2,-0.0360174365817123,0.14251098742132662,NEUTRAL,False,0,NONE
2020-01-06,204.2862281021015,195.28170340907405,201.3081349031784,200.81270805471237,True,True,True,3,-0.0014485881318047067,0.16984199129217648,BULL_ACTIVE,False,0,SOXL
2020-01-07,202.90669835680237,196.05754999374162,201.47308361866249,200.78157511523804,True,True,True,3,0.01675320120279533,0.12404648206246316,BULL_ACTIVE,False,0,SOXL
2020-01-08,207.6501153745598,196.70464440212135,201.66635849436304,200.79953195760532,True,True,True,3,0.07484412245547545,0.1219541121578156,BULL_ACTIVE,False,0,SOXL
2020-01-09,208.12080097907395,197.30647205510908,201.93886923183433,200.82072028305095,True,True,True,3,0.09619325594829164,0.1174687723943173,BULL_ACTIVE,False,0,SOXL
2020-01-10,209.00932310957248,198.0368650344614,202.22800940062046,200.8648007583133,True,True,True,3,0.10863960197953171,0.1355871684187977,BULL_ACTIVE,False,0,SOXL
2020-01-13,214.2651580071421,198.9567010497566,202.4590003432173,200.9431050984453,True,True,True,3,0.14155686977757953,0.18448806994792832,BULL_ACTIVE,False,0,SOXL
2020-01-14,213.0891040314249,200.05370015375263,202.6514144929631,200.99141541775046,True,True,True,3,0.10096507197548954,0.15587147699018833,BULL_ACTIVE,False,0,SOXL
2020-01-15,209.9947603150202,201.03878886816338,202.68824234583698,201.0137915530012,True,True,True,3,0.06603706474412085,0.1341635215055781,BULL_ACTIVE,False,0,SOXL
2020-01-16,208.55687996788194,201.93522231955245,202.689501411181,201.04003052045564,True,True,True,3,0.07469337002373622,0.11769622356289244,BULL_ACTIVE,False,0,SOXL
2020-01-17,210.08849614283545,202.91931045824782,202.6822643934867,201.08983384453342,True,True,True,3,0.0764655984113658,0.15704328692281022,BULL_ACTIVE,False,0,SOXL
2020-01-20,205.0110575448107,203.52835376622528,202.57642723784062,201.11353954810784,True,True,True,3,0.05700091489474546,0.11249327463671377,BULL_ACTIVE,False,0,SOXL
2020-01-21,207.11963897742177,204.18847760651838,202.52322266894117,201.16660036758142,True,True,True,3,0.07245788719196322,0.11570496997966417,BULL_ACTIVE,False,0,SOXL
2020-01-22,205.40942736859466,204.6586058966579,202.48620108009825,201.22125224174505,True,True,True,3,0.06029762781643555,0.1257947762418281,BULL_ACTIVE,False,0,SOXL
2020-01-23,209.19670816943017,205.42189277086723,202.49593181123993,201.28986165842088,True,True,True,3,0.06916179406023226,0.15487420200473978,BULL_ACTIVE,False,0,SOXL
2020-01-24,201.4945620183576,205.66009372024578,202.40642706425533,201.3018222301703,True,True,True,3,0.03511417512361703,0.10752988950451248,BULL_ACTIVE,False,0,SOXL
2020-01-27,199.05249806208676,205.51863456923496,202.22386912490933,201.29178805997583,False,True,True,2,0.00538484777510706,0.09299178135413744,NEUTRAL,False,0,NONE
2020-01-28,193.87287771173106,205.26932058747676,201.86512474160153,201.29129704107336,False,True,True,2,-0.0032000079623564215,0.06925332372039184,NEUTRAL,False,0,NONE
2020-01-29,191.40359013885913,205.03267963921886,201.43164682582199,201.2736110516502,False,True,True,2,-0.016184461936338046,0.05715197125377336,NEUTRAL,False,0,NONE
2020-01-30,192.1887687884257,204.62487228729165,201.03221950793667,201.25855581123554,False,False,True,1,-0.05192911410876555,0.06550313475783898,NEUTRAL,False,0,NONE
2020-01-31,191.68414861646943,204.2200420891301,200.59142839154237,201.234404911532,False,False,True,1,-0.05791684668388564,0.0599502010020978,NEUTRAL,False,0,NONE
2020-02-03,190.95772889849462,203.55361712894972,200.15601431403147,201.1810966082473,False,False,True,1,-0.08261042790326234,0.031545109851465414,NEUTRAL,False,0,NONE
2020-02-04,190.5164638386111,202.93410540304018,199.64779091208823,201.15762276711774,False,False,True,1,-0.08622535508134688,0.07140613415863917,NEUTRAL,False,0,NONE
2020-02-05,191.16465624959167,202.10983244679178,199.2744959471105,201.14624674938176,False,False,True,1,-0.09164009967364672,0.0788601148995085,NEUTRAL,False,0,NONE
2020-02-06,188.18878488925097,201.11323164230063,198.86299771231222,201.11075983057952,False,False,True,1,-0.10515370366343457,0.058912327844570456,NEUTRAL,False,0,NONE
2020-02-07,190.33219149287703,200.17937506146586,198.6224585598451,201.10982600808148,False,False,True,1,-0.09270515883375319,0.06578609454482698,NEUTRAL,False,0,NONE
2020-02-10,192.36611058068024,199.08442269014273,198.51601084064458,201.09647168089617,False,False,True,1,-0.0718631661151975,0.08329330313590289,NEUTRAL,False,0,NONE
2020-02-11,193.57356328044463,198.10864565259376,198.34708976995876,201.0832912919161,False,False,True,1,-0.07252453589093033,0.12045550240476643,NEUTRAL,False,0,NONE
2020-02-12,195.31539114575313,197.37467719413038,198.15484825563854,201.06546033800424,False,False,True,1,-0.05172801184711584,0.12449543829293663,NEUTRAL,False,0,NONE
2020-02-13,196.26724778360213,196.7601955849164,198.02703738256128,201.06109915890832,False,False,True,1,-0.057225115958225214,0.09943825445017929,NEUTRAL,False,0,NONE
2020-02-14,202.69858729454342,196.3907001425018,198.12186828995095,201.07598794414432,True,False,True,2,-0.04301735241574023,0.16300225231152132,NEUTRAL,False,0,NONE
2020-02-17,202.45991819298314,196.26314317491043,198.39178651017625,201.07254137668343,True,False,True,2,-0.049829608645047374,0.14571534043969625,NEUTRAL,False,0,NONE
2020-02-18,201.5221454590118,195.98326849898993,198.6744340860875,201.06047663363384,True,False,True,2,-0.05014132009102368,0.14610229073579561,NEUTRAL,False,0,NONE
2020-02-19,199.1833558721409,195.67196492416724,198.763936659391,201.0327488808221,False,False,True,1,-0.06803339200208391,0.13367627975024488,NEUTRAL,False,0,NONE
2020-02-20,196.0094025295922,195.01259964217533,198.76243975159647,200.9845850074737,False,False,True,1,-0.07859330333245507,0.13404476620142258,NEUTRAL,False,0,NONE
2020-02-21,192.24248042113223,194.54999556231405,198.7192600895686,200.93127564812406,False,False,True,1,-0.10969023780292564,0.11790822413930302,NEUTRAL,False,0,NONE
2020-02-24,189.60703706484983,194.07772251245223,198.59403207684082,200.86694760837077,False,False,True,1,-0.09637527915576904,0.08002939905867112,NEUTRAL,False,0,NONE
2020-02-25,189.43274340392452,193.85571579706192,198.55970450588921,200.80398148967652,False,False,True,1,-0.09259729319498566,0.0689738751651161,NEUTRAL,False,0,NONE
2020-02-26,190.46951418797977,193.80901199951794,198.5632350691127,200.73988511200506,False,False,True,1,-0.05875511426185642,0.04569580205496426,NEUTRAL,False,0,NONE
2020-02-27,190.65986239763674,193.73256667997845,198.56386809826344,200.66040936095666,False,False,True,1,-0.03555408769887747,0.027311731082353408,NEUTRAL,False,0,NONE
2020-02-28,188.4115037129826,193.56893443480413,198.52396350514454,200.58656934595336,False,False,True,1,-0.06736035498093285,0.008006288164471576,NEUTRAL,False,0,NONE
2020-03-02,191.13852884250602,193.5779744320047,198.49013025428943,200.52816633369846,False,False,False,0,-0.0672869197595658,-0.0052993138519462635,BEAR_ACTIVE,False,0,SOXS
2020-03-03,193.41469343832813,193.72288591199055,198.48008087962478,200.45700556428304,False,False,False,0,-0.04560938878083476,-0.0005820729195592511,NEUTRAL,False,0,NONE
2020-03-04,192.96634246875985,193.81297022294896,198.4192704976839,200.39549175142054,False,False,False,0,-0.025211022592416477,-0.01600656630520081,NEUTRAL,False,0,NONE
2020-03-05,191.02929093164778,193.9549955250688,198.36123690261195,200.33730136225915,False,False,False,0,0.010929508644176078,-0.02151318240621114,NEUTRAL,False,0,NONE
2020-03-06,192.72362200336,194.07456705059295,198.2810984820634,200.28415228837994,False,False,False,0,0.028463962759977646,-0.014059266762771583,NEUTRAL,False,0,NONE
2020-03-09,193.33238513401136,194.1228807782595,198.11011256309766,200.22023659972407,False,False,False,0,-0.007066173282402999,-0.0002153127078238226,NEUTRAL,False,0,NONE
2020-03-10,189.0097312966827,193.8946891790714,197.91312404209333,200.1343227566326,False,False,False,0,-0.036078964515025236,-0.03786997725787733,NEUTRAL,False,0,NONE
2020-03-11,188.84401674091754,193.57112045882963,197.7672761948314,200.0255720998662,False,False,False,0,-0.028587473987634948,-0.020898269558224825,NEUTRAL,False,0,NONE
2020-03-12,189.6616119522996,193.2408386672645,197.55361011733797,199.9063986601821,False,False,False,0,-0.03168874894691731,-0.02888842781563794,NEUTRAL,False,0,NONE
2020-03-13,187.02944902860793,192.45738175396772,197.2985840463161,199.75960884655962,False,False,False,0,-0.021552141494748045,-0.03967191915129964,NEUTRAL,False,0,NONE
2020-03-16,187.6257506390475,191.71567337627096,196.96537449705502,199.60610652723864,False,False,False,0,-0.01401646715124949,-0.05440030751947078,NEUTRAL,False,0,NONE
2020-03-17,183.41134963166152,190.81013358490344,196.5754675225522,199.39055461893815,False,False,False,0,-0.03785830687309322,-0.08668307448196044,NEUTRAL,False,0,NONE
2020-03-18,187.34799962933667,190.2183657727632,196.16942520764778,199.19812108550622,False,False,False,0,-0.01606420994400748,-0.09362473775498015,NEUTRAL,False,0,NONE
2020-03-19,191.1034042985901,189.97306586121312,195.82907727403807,199.0593249427303,False,False,False,0,-0.008954962261180088,-0.08621239725260488,NEUTRAL,False,0,NONE
2020-03-20,190.38176457477246,189.88003006889514,195.45652610334207,198.88870383666074,False,False,False,0,-0.018231483779963753,-0.0670247295645886,NEUTRAL,False,0,NONE
2020-03-23,191.51165409502636,189.97526092040397,195.0014560250997,198.73157876453857,False,False,False,0,-0.02293392912303216,-0.06067927953396002,NEUTRAL,False,0,NONE
2020-03-24,184.41514010964488,189.72438075568996,194.42797674666417,198.5368596877167,False,False,False,0,-0.04906813255239817,-0.07881429407271934,NEUTRAL,False,0,NONE
2020-03-25,181.12222886130698,189.25701648935632,193.85052611758988,198.30218414145733,False,False,False,0,-0.07933854056935863,-0.08802458960542092,BEAR_ACTIVE,False,0,SOXS
2020-03-26,180.3210674807472,188.74007674351188,193.28580986784718,198.09170078850482,False,False,False,0,-0.10679826661818503,-0.11358358589053363,BEAR_ACTIVE,False,0,SOXS
2020-03-27,177.3362972874576,188.18631642223562,192.63076589073964,197.8877890276831,False,False,False,0,-0.10823167686410695,-0.13713166592825365,BEAR_ACTIVE,False,0,SOXS
2020-03-30,179.3774157516783,187.59826076769423,192.118093054877,197.72103555425267,False,False,False,0,-0.08544560099217025,-0.1177107779096983,BEAR_ACTIVE,False,0,SOXS
